Name der Klinik;Bewertung;Datum der Bewertung;Sternebewertung;Likes
Klinikum Wolfsburg in Wolfsburg;"Nach einem Sportunfall war ich 8 Tage dort. Die Notaufnahme dauert ewig, insbesondere am Wochenende. Ein leider bekanntes Problem. Ich wurde dann stationär auf der chirurgischen Station aufgenommen.

Die Schwestern waren manchmal gestresst, aber dennoch stets freundlich!
Besonders die Hygiene wird durch die Schwestern groß geschrieben und vorbildlich beachtet!
Selbst im 4-Mann-Zimmer gab es eine Abgrenzung, sodass man nicht das Gefühl einer Gruppenunterkunft hatte.
Eigenes TV mit Kopfhörer und mittlerer Senderauswahl, Bildqualität eher mäßig. Reicht aber, um die Zeit vergehen zu lassen...:)
Eigenes Bad und WC im Zimmer ist vorhanden- das ist wohl leider nicht in allen Krankenhäusern der Region selbstverständlich.

Meine Verlegung zur Unfallchirurg Braunschweig war nicht sehr gut geplant- bis zur OP verging dort nochmal eine Woche- das war verschenkte Zeit für eine OP, die Evtl auch in Wob möglich gewesen wäre.

Alles in allem war ich zufrieden. Und immer dran denken: ein Krankenhaus ist kein 4-Sterne-Hotel! Es wird einem geholfen, schwierige Zeiten zu überstehen, Wellness funktioniert natürlich nicht...:)";vor 2 Jahren;4;1
Klinikum Wolfsburg in Wolfsburg;Habe heute von meinem Hausarzt eine Kh Einweisung bekommen und bin damit nach Wob in die ZNA gegangen.Nach 8 Stunden warten in der Notaufnahme ohne nur ein mal überhaupt von einem Arzt gesehen zu werden, bin ich wieder gegangen. Echt eine Zumutung, wenn man sich nicht gut fühlt .Ich habe volles Verständnis , dass Notfälle bevorzugt behandelt werden,aber Patienten, die sich mit Notfall Einweisung vorstellen,innerhalb von 8 Stunden nicht mal anzusehen bzw. Vitalzeichen zu kontrollieren, finde ich schon sehr grenzwertig!!!;vor 2 Jahren;1;4
Klinikum Wolfsburg in Wolfsburg;"Bin mit Armbruch ins Klinikum  gekommen  und  habe  eine kurze  Zeit gewartet bis zur Behandlung.
Ärzte/Chirurgen  und  Pflegepersonal  kompetent und  sehr freundlich.
Ich bedanke  mich  für die  schnelle  und gute Aufnahme. Auch auf der Chirurgie C3 beste Behandlung.Danke besonders  Dr. Gieseler und Dr . Zumberg.  Ich bin Kassenpatient.";vor 3 Jahren;5;1
Klinikum Wolfsburg in Wolfsburg;"Bin hin mit Einweisung in die notaufnahme verdacht auf darmverschluss seit 4 Wochen bauschmerzen und probleme  ... pfleger und Schwestern alle sehr nett der Arzt ne Katastrophe... kurze Untersuchung  (abhören) kein darmverschluss... soll nach Hause gegebenfalls mal ne endoskopie machen lassen... hatte das gefühl notaufnahme ist voll und krankenhaus auch 6 Stunden umsonst mit schmerzen nach Hause

Habe gerade zu Hause gesehen das nicht mal die leukozyten im blut getestet wurden und nun liege ich hier mit bauchschmerzen ??";vor 2 Jahren;1;4
Klinikum Wolfsburg in Wolfsburg;"VORSICHT!!!
Macht einen weiten Bogen um diese ,Klinik‘. Außen hui, innen mehr als Pfui!

Ich habe mich heute nach nicht einmal einer halben Stunde auf Station wieder selbst entlassen, weil hier offensichtlich einfachste Hygiene-Basics nicht eingehalten werden und man Angst haben muss sich evtl. einen Krankenhaus-Keim oder schlimmeres einzufangen!

Mobiliar u Boden unendlich verdreckt (siehe Bilder). Die Beistell-Tische gehören eigentlich ins Museum oder auf den Sperrmüll, aber sicher nicht in ein Krankenhaus! Die Bettwäsche völlig durchlöchert als wenn hier ne Schiesserei stattgefunden hat!

Selbst das Personal freute sich hinter vorgehaltener Hand, dass es endlich mal jemand merkte u eskalierte. Sie bestätigten im Beisein meiner Lebensgefährtin den Personal- u. Zeitmangel. Sie würden (so die Antwort auf meine Frage) selbst ihre Angehörigen hier nie herschicken und das sagt ja bereits alles!!!";vor 2 Jahren;1;12
Klinikum Wolfsburg in Wolfsburg;Die Notaufnahme ist nicht empfehlenswert, sehr unfreundlicher HNO Arzt. Mir wurde empfohlen einen Psychologen aufzusuchen da ich mir die Symtome einbilde. Nach Vorstellung bei meinem Ortsansässigen HNO Arzt sagte man mir verklebte Schleimhäute, daher das Gefühl des Erstickens. Danke liebes Krankenhaus nie wieder.;vor 2 Jahren;1;7
Klinikum Wolfsburg in Wolfsburg;Drecksladen! Ewig gewartet, doch nicht dran gekommen. Nach 5 stunden wieder gegangen.  Unfreundliches Personal! Nie wieder!;vor 4 Jahren;1;4
Klinikum Wolfsburg in Wolfsburg;Viel zu lange Wartezeit und unfreundlicher Umgang mit Patienten!!!!!;vor 2 Jahren;1;7
Klinikum Wolfsburg in Wolfsburg;"Meine Schwester hat solche starken Rückenschmerzen da wird noch nicht einmal ein Arzt geholt am Wochenende nur für Notfall das ist ein Notfall wenn jemand solche Schmerzen hat das ist eine Unverschämtheit
In Deutschland muss man keine Schmerzen haben ein Witz wenn man noch nicht einmal im Krankenhaus Hilfe bekommt";vor einem Jahr;1;Keine
Klinikum Wolfsburg in Wolfsburg;Schlechteste Krankenhaus das ich je erlebt habe das Personal mega unfreundlich!;vor 2 Jahren;1;2
Klinikum Wolfsburg in Wolfsburg;Ich bin auf Empfehlung in das kinikum Wolfsburg und möcht  mich bei der Station G4b bedanken ich hab mich sehr wohl gefühlt  auch ein tollen doc gehabt der einer einfachen Kassenpatien  immer das Gefühl gegeben hat das man nicht nur eine nummer ist;vor 2 Jahren;5;1
Klinikum Wolfsburg in Wolfsburg;"Verdammt verdammt
klinikum Wolfsburg ist das schlimmste klinikum auf der Welt. Gesunder Mensch geht dorthin und kommt krank wieder Nach Hause. Jedes mal nur ein Arzt da, der sich um dich kümmert!!!";vor einem Jahr;1;9
Klinikum Wolfsburg in Wolfsburg;Unser Kurzer wurde sehr gut betreut, allerdings zieht sich der Entlassungsvorgang mitunter zu lange hin;vor 3 Jahren;4;Keine
Klinikum Wolfsburg in Wolfsburg;"Im Okt.2017 war die Küche über vier Tage nicht in der Lage die Nahrung auf Laktosefrei anzupassen. Es gab vier Tage zum Mittag Nudeln...?? nach Gesprächen mit der Diätassistentin am Bett des Patienten wurde endlich richtig reagiert und alles angepasst.

Nun 1 Jahr später!
Der Laktose Intollerante Patient bekommt innerhalb weniger Std. Das Komplette Nahrungsprogramm in Laktosefrei...?? Prima.

Auch in der Bäckerei gegenüber sind zumindest schon mal Brot und Brötchen gekennzeichnet.  Vor einem Jahr hatte hier keiner eine Ahnung und schickte den Patienten weg man hätte nichts ohne Milch! Man entwickelt sich weiter.
Wenn es dann auch noch laktosefrei Backwaren geben würde wäre der Campus perfekt.

Gynäkologie ist super, hier wird sich professionell um die Patientinnen gekümmert. Der Personalschlüssel ist so wie er ist sehr gut. Andere Häuser haben weniger Personal.
Ein Grund warum der Gifhorner Patient gern nach Wolfsburg geht.";vor 2 Jahren;5;4
Klinikum Wolfsburg in Wolfsburg;"Das Personal top, die sanitären Anlagen flop.
So läuft auf der Urologie Station B3G im Badezimmer von Zimmer 12 seit Jahren nur kaltes Wasser aus den Leitungen.Um Patienten zu waschen, muss der Wasserkocher herhalten. Das ist für die Patienten unzumutbar. Auch die angemieteten
Fernseher auf dem Zimmer funktionieren nicht einwandfrei. Die Anmeldung mit der Chipkarte ist für ältere Patienten nicht einfach. Hier sollte im Sinne der Patienten
unbedingt nachgebessert werden.";vor 3 Jahren;3;1
Klinikum Wolfsburg in Wolfsburg;Zum wiederholten Mal auf der Neuro Chirurgie. Alles Bestens. Toller Chef- und Oberarzt. Gut organisierte Klinik. ( hatte gerade den direkten Vergleich zu GF ... );vor 4 Jahren;5;Keine
Klinikum Wolfsburg in Wolfsburg;Notaufnahme absoluter Personalmangel. Nach 4 Std. auf dem Flur kam nach mehreren erinnern ein Arzt. Es fehlt eindeutug an Personal.;vor 4 Jahren;1;3
Klinikum Wolfsburg in Wolfsburg;Erwarte mehr Freundlichkeit der Mitarbeiter, wurde alles schnell schnell und keine Zeit für den Patienten. Erwarte einen besseren Service als Privatpatient;vor 4 Jahren;1;5
Klinikum Wolfsburg in Wolfsburg;"Anfangs war alles gut. Ich sollte zur HNO Abteilung gehen.
Am Anfang erwähnte ich das ich momentan erkältet bin. Die Schwester meinte das ist kein Problem.
Nach 8 Stunden warte zeit und 3 weiteren Untersuchungen durfte ich endlich den Arzt sprechen.
Dieser allerdings sagte mir nach 10 Sekunden des kennenlernens das ich umsonst gewartet habe da ich krank nicht operiert werden darf. Nun darf ich in 3 Wochen das selbe nochmal machen.....
DANKE FÜR GARNICHTS KLINIKUM WOLFSBURG!!!!!!!!!";vor 3 Jahren;1;5
Klinikum Wolfsburg in Wolfsburg;Das Personal der Kinderstation ist Top! Ansonsten leider komplett überforderte Assitenzärzte in der Notaufnahme und der ambulanten OP.  Man wird unfreundlich behandelt und dank der Massenabfertigung kommt man in noch nicht gesäuberte und damit meiner Meinung nach nicht Sterile OP-Räume!! In der Notaufnahme wird man komplett entnervt empfangen und mehrmals angegriffen und versucht in unnötige Diskussionen mitrein gezogen zu werden!! Einfach nur Traurig! Gut wenn man eine Rechtsschutzversicherung hat falls sich wirklich mal was entzünden sollte nach einer so schlechten Behandlung!!;vor 3 Jahren;1;5
Klinikum Wolfsburg in Wolfsburg;2- tägiger Aufenthalt auf der Kinderintensivstation E7 mit meinem Kind nach Kaiserschnitt. Sehr nettes Pflegeteam und kompetente Ärzte.  Räumlichkeiten sind leider veraltet.;vor 4 Jahren;4;1
Klinikum Wolfsburg in Wolfsburg;"Laporoskopie .
Nach 4 Stunden würde ich entlassen ohne Schmerzmittel,Beratung und Medikamenten.
Keine Beratung für die Pflege und das Weitergehen.((((";vor 3 Jahren;2;2
Klinikum Wolfsburg in Wolfsburg;Alles Top, nichts zu meckern am Klinikum WOB!!;vor 2 Jahren;5;1
Klinikum Wolfsburg in Wolfsburg;ich war auf der g5b und war sehr zufrieden mit dem team. ich würde es jedem weiter empfehlen.;vor 6 Jahren;5;Keine
Klinikum Wolfsburg in Wolfsburg;Wenn man an zwei total unfreundlichen und unförmigen Informationsmitarbeitern im Eingangsbereich vorbei ist, die einem nicht mal sagen können, wo ein Patient liegt und kauen vor einem sitzen, dann trifft man auf sehr freundliche kompetente Ärzte und nette Mitarbeiter. Ein sehr modernes Haus, aber an den Informationsschalter sollte man etwas freundlicheres kompetentes Personal setzen. Das ist der erste Eindruck für ein Haus und der war für mich schrecklich.  Ich habe mich im Nachhinein geärgert mir nicht die Damen der beiden Damen aufgeschrieben zu haben, dann hätte ich mich persönlich im Haus beschwert.;vor 4 Jahren;3;Keine
Klinikum Wolfsburg in Wolfsburg;"Hno Station
Sollte um 7 operiert werden .. um 14 Uhr war ich irgendwann auch mal dran und um 9 Uhr war erst ein Zimmer frei. Alles auf leeren Magen..
Krankenschwestern sehr nett bis auf 1-2
Voruntersuchung der Arzt Katastrophe sowas unhöfliches habe ich noch nie gesehen. Op an sich gut verlaufen aber der Arzt hat die Fäden viel zu früh gezogen wodurch alles wieder aufging und ich starke Schmerzen hatte.
An sich war es ganz ok .. der Arzt bei dem Vorsorgetermin bekommt von mir eine glatte 5-";vor 3 Jahren;3;Keine
Klinikum Wolfsburg in Wolfsburg;Nie wieder !! Notaufnahme schrecklich Ärzte können sehr schlecht Deutsch ,unfreundlich bei MS Schub Verdacht erst am 4 Tag MRT nach 3 mal Cortison was nicht nötig war da kein neuer Schub .Zimmer ,Essen und Facharzt auf der Stadion aber okay .Viel mehr Gefühl bei den Patienten wäre echt klasse alles recht kalt daher nie wieder !!;vor 5 Jahren;1;4
Klinikum Wolfsburg in Wolfsburg;Sehr gute medizinische Versorgung, die Schwestern und Ärzte kümmerten sich Rund um die Uhr um mich :-);vor 2 Jahren;5;2
Klinikum Wolfsburg in Wolfsburg;"Die 5 Sterne vergebe ich hier nur Hr. Dr.Fadi Ali !!!Der mich in der Zentralen Notaufnahme behandelt hat!!!Mir mit seiner Ruhe und Kompetenz die Angst genommen hat!
Grausam fand ich ,daß Hr.Dr.Ali sein gesamtes Behandlungsutensil selbst zusammen suchen mußte....gibt es auf der Notaufnahme keine Helferinnen?Man muß sich nicht über die langen Wartezeiten wundern....wenn die Ärzte hier alles alleine machen müssen!!!!Kennt die Krankenhausleitung eigentlich den Stundenlohn der hervorragenden Ärzte (Dr.Fadi Ali )und anderen?
Einfach nur grausam??
Danke Hr.Dr.Fadi Ali";vor 3 Jahren;5;1
Klinikum Wolfsburg in Wolfsburg;Man sollte dem Oberarzt nicht alles glauben und sich bei dem HNO seines Vertrauens eine zweite Meinung einholen;vor 3 Jahren;2;3
Klinikum Wolfsburg in Wolfsburg;Die G5B Hno is super freundlich.kann man sich gut versorgt fühlen.;vor 7 Jahren;5;Keine
Klinikum Wolfsburg in Wolfsburg;Meine schlimmste Erfahrung bei der Geburt meiner Tochter. Inkompetenz  ganz gross geschrieben Arzt und Hebammen kaum sichtbar  gewesen. Schlimmer wie im Mittelalter ohne Absprache saugglocke trotz meiner Äußerung Kaiserschnitt.  Hämatome  im Bauch weil die Hebamme aufn Bauch drückte bzw sprang. Daher nach Geburt Not operation und meine Tochter konnte ich zwei Tage nicht sehen da Sie auch auf die Intensivstation  kam wegen unterzuckerung. Aber es wurde noch schlimmer und floge Erkrankungen bestehen. Zudem war meine plazenta schon Verkalkt aber alle hatten die ruhe weg. ICH WILL NIE WIEDER EIN KIND OBWOHL ICH 11 JAHRE DEN WUNSCH HATTE 2 KINDER ZUBEKOMMEN....;vor 4 Jahren;1;8
Klinikum Wolfsburg in Wolfsburg;"Im Juli 2016 stand eine Nasenscheidewandoperation bei mir an. Diese OP habe ich bereits mein ganzes Leben vor mir hergeschoben und war endlich mutig genug für diesen Schritt. Auf Empfehlung aus dem Bekanntenkreis und meines HNO-Arztes entschloss ich mich, die OP im Klinikum Wolfsburg durchführen zu lassen.

Vorbesprechung: Das ganze beginnt mit einem Tagesausflug, der sicherlich organisatorisch optimierungsbedürftig ist: Nachdem man einen Tag zur Vorbesprechung verbracht hat: Von der Anmeldung zu Schwester A, weiter zu Arzt B, warten, weiter zu Arzt C, zurück zu Schwester A, runter zu Anästesist D, zurück zu Schwester A, warten, zu Oberarzt E (...) kam dann der OP Termin (den man mehr oder weniger selbst bestimmen kann - Daumen hoch!)

OP-Tag und Zimmer: Am Tag der OP bekam ich nach rund 2 Stunden Wartezeit mein Bett - Das war okay. Man war stets freundlich auf der Station. Die Operation verlief gut, das Zweibett-Zimmer war gut (Wer wert auf Handyempfang (3G/4G) legt dem sei gesagt, dass dieser nur in der Lobby / dem dazugehörigen Balkon existiert). Ich habe für kleines Geld Sky dazugebucht - um dann Narkosebedingt zu schlafen :)

Nachbehandlung: Meine 4 Tage Aufenthalt wurden dann bereichert durch Tamponade ziehen (unangenehm), Nase saugen (noch unangenehmer)  - Hier kommt es auf den (Assistents-) Arzt an. Eine Ärztin ging sehr ruppig vor - ein anderer, aus dem asiatischen Raum stammender Arzt nahm sich Zeit, betäubte zunächst und saugte dann vorsichtig ab - den kann ich wärmstens empfehlen).

Zu guter Letzt: Das Essen war super :) Mir hat es geschmeckt, auch wenn teilweise etwas Salz gefehlt hat für meinen Geschmack...

Fazit nach 4 Monaten: Die Wunden sind verheilt - ich habe ein völlig neues Lebensgefühl, dank dieser Operation und kann nachts endlich durch schlafen. Ich würde die OP immer wieder in der HNO Wolfsburg machen lassen.";vor 4 Jahren;5;1
Klinikum Wolfsburg in Wolfsburg;Hallo habe am 28.10.10 Mein Sohn geboren Und war auf der G4A Entbindungsstation.ich war super zufrieden.das ärzteteam war echt super.die kinderkrankenschwester waren echt super.was ich nich so toll fand die Fotografin war aufdringlich wollte bilder machen zu teuren Preisen.aber sonst konnte ich.nich klagen.vielen dank nochmal für die Betreung von Mein Sohn Und Mir.ganz liebe grüsse Steffi;vor 7 Jahren;4;Keine
Klinikum Wolfsburg in Wolfsburg;Den einen Stern gibt es für das gute esen. Rest ist unzumutbar.;vor 4 Jahren;1;2
Klinikum Wolfsburg in Wolfsburg;Dreck. Übertriebene Wartezeiten und schlampiges Arbeiten;vor 2 Jahren;1;3
Klinikum Wolfsburg in Wolfsburg;Nie wieder auch;vor 4 Jahren;1;4
Klinikum Wolfsburg in Wolfsburg;Unfreundliches Personal, zu lange Wartezeiten. Schlechte räumliche Organisation.;vor 2 Jahren;1;2
Klinikum Wolfsburg in Wolfsburg;Das Personal besteht zu einem sehr großen Teil aus Idioten!;vor 2 Jahren;1;3
Klinikum Wolfsburg in Wolfsburg;Mitarbeiter sehr unfreundlich..;vor 2 Jahren;1;Keine
Klinikum Wolfsburg in Wolfsburg;Sehr unfreundlich und planlos;vor 3 Jahren;1;Keine
Klinikum Wolfsburg in Wolfsburg;Sie sind die beste!!!;vor 4 Jahren;5;1
Klinikum Wolfsburg in Wolfsburg;...;vor 5 Jahren;4;Keine
Klinikum Wolfsburg in Wolfsburg;Unfreundlich...und Wartezeiten jenseits von Gut und Böse;vor 5 Jahren;1;2
Klinikum Wolfsburg in Wolfsburg;Netter Arbeitsplatz.;vor 6 Jahren;4;1
Klinikum Wolfsburg in Wolfsburg;"(Übersetzt von Google) - Freundliches und fürsorgliches Personal
- leider oft unerfahrenes Personal.
- Unorganisiert und niemand weiß, was los ist. Das Personal scheint bei der Kommunikation zu versagen.
- Wartezeiten sind dumm (unterbesetzt ??)
- Geld muss in das Krankenhaus investiert werden, nicht in die Tasche des Besitzers. Nachteil der privatisierten Hosptials Deutschland!

(Original)
- Friendly and caring staff
- unfortunately often inexperienced staff.
- Unorganised and no one knows what's going on. The staff seem to fail at communication.
- Waiting times are stupid (understaffed??)
- Money needs to be invested into hospital not owners pocket. Downside of privatised Hosptials Germany!";vor 9 Monaten;3;1
Klinikum Wolfsburg in Wolfsburg;"(Übersetzt von Google) Erfahrung 1: Ich wurde von meinem Frauenarzt wegen einer Herzrhythmusstörung in meinem Baby hierher geschickt. Mein Arzt sprach mit dem Arzt des Personals und sagte, ich würde sofort nach der Ankunft gesehen werden. Wir kamen an und checkten bei der Sekretärin ein. Sie sagte uns dann, wir sollten im Wartezimmer warten. Wir warteten 6 Stunden, um gesehen zu werden, nur um zu erfahren, dass der Arzt vor 4 Stunden für diesen Tag abgereist war. Der einzige Grund, warum wir gesehen wurden, ist, dass ein Arzt gefragt hat, warum wir gewartet haben, als sie nach Hause ging.

Dann wurde mir gesagt, ich müsse wegen der Arrhythmie über Nacht bleiben. Der Arzt erklärte, ich würde am nächsten Tag um 7:30 Uhr vor den anderen Patienten gesehen. Um 8:30 frage ich die Krankenschwestern, warum ich nicht gesehen worden bin. Sie denken, ich bin hier, um zu gebären. Also verlasse ich mein Zimmer und suche einen Arzt. Sie wusste nicht, dass ich hier war, um sie zu sehen, und es wurde ihr nie gesagt, dass ich dort war. Es dauerte 26 Stunden, um gesehen zu werden. Ich habe keine Beschwerden über den Arzt. Sie war großartig.

Erfahrung 2: erneut ins Krankenhaus geschickt, um nach einer Arrhythmie zu suchen, da die letzten Ergebnisse normal waren. Wiederholung des letzten Males. Genau die gleiche Erfahrung. Sie haben keine Ahnung, warum ich hier bin. Am nächsten Tag wurde mir dreimal gesagt, ich würde am Morgen gesehen werden. Ich war nicht. Ich rief meinen ursprünglichen Arzt an, um in ein anderes Krankenhaus gebracht zu werden und mich zu entlassen, weil das lächerlich wird. Ich sage den Krankenschwestern, dass ich um 14:00 Uhr gehen werde, weil mir gesagt wurde, dass ich vor 12 gesehen werden würde. Jetzt bin ich plötzlich in 30 Minuten gesehen. Ich war 30 Stunden hier, um diesmal gesehen zu werden. Zum Glück ist der Arzt großartig und stellt eine erfolgreiche Diagnose, sodass ich nicht zurückkehren muss.

Ich würde mir nicht wünschen, dass jemand in dieses Krankenhaus geht, weil es so schlecht geführt wird.

Erfahrung 1: Ich wurde von meinem Frauenarzt wegen einer Herzrhythmusstörung in meinem Baby geführt. Mein Arzt sprach mit dem Arzt des Personals und sagte, ich würde sofort nach der Ankunft gesehen werden. Wir kamen und checkten bei der Sekretärin ein. Sie sagten uns dann, wir haben im Wartezimmer gewartet. Wir warteten 6 Stunden, um gesehen zu werden, nur um zu erfahren, dass der Arzt vor 4 Stunden für diesen Tag abgereist war. Der einzelne Grund, warum wir gesehen wurden, ist, dass ein Arzt überwacht hat, warum wir wissen haben, als sie nach Hause ging.

Dann wurde mir gesagt, ich wollte wegen der Arrhythmie über Nacht bleiben. Der Arzt befindet sich um 7:30 Uhr vor den anderen Patienten gesehen. Um 8:30 frage ich die Rechte, warum ich nicht gesehen worden bin. Sie denken, ich bin hier, um zu gebären. Auch verlasse ich mein Zimmer und suche einen Arzt. Sie müssen nicht, dass ich hier Krieg, um sie zu sehen, und es wurde ihr nie gesagt, dass ich dort Krieg. Es gehört 26 Stunden, um gesehen zu werden. Ich habe keine Probleme über den Arzt. Sie war erledigt.

Erfahrung 2: Neu im Krankenhaus überwacht, um nach einer Arrhythmie zu suchen, da die letzten Ergebnisse normal waren. Wiederholung des letzten Mannes. Genau die gleiche Erfahrung. Sie haben keine Ahnung, warum ich hier bin. Am zweiten Tag wurde mir gesagt, ich würde am Morgen gesehen werden. Ich war nicht. Ich rief meinen eigenen Arzt an, um in einem anderen Krankenhaus zu werden und mich zu ändern, weil das wird wird. Ich sage den Schaden, dass ich um 14:00 Uhr gehen werde, weil mir gesagt wurde, dass ich vor 12 gesehen werde. Jetzt bin ich gehört in 30 Minuten gesehen. Zum Glück ist der Arzt, der gehört und eine Diagnose gestellt hat.

(Original)
Experience 1: I was sent here from my gynecologist for a heart arrhythmia found within my baby. My doctor spoke with the doctor on staff and said I would be seen immediately upon arrival. We arrived and checked in with the secretary. She then told us to wait in the waiting room. We waited 6 hours to be seen only to be told that the doctor had left for the day 4 hours ago. The only reason we were seen is because a doctor asked why we were waiting when she was leaving to go home.

I was then told I needed to stay overnight due to the arrhythmia. Doctor explained I would be seen at 7:30 the next day before the other patients. At 8:30 I ask the nurses why I have not been seen. They think I’m here to give birth. So I leave my room and find a doctor. She was not aware I was here to see her and was never told that I was there. It took 26 hours to be seen. I have no complaints on the doctor. She was great.

Experience 2: once again sent to the hospital to check for an arrhythmia because last results were normal. Repeat of last time. Exact same experience. They have no idea why I’m here. I was told three times  the next day I would be seen in the morning. I was not. I called my original doctor to be transferred to another hospital and to discharge myself because this is getting ridiculous. I tell the nurses that by 14:00 I will be leaving because I was told I would be seen before 12. Now suddenly I’m seen in 30 minutes. I was here 30 hours to be seen this time. Thankfully the doctor is great and makes a successful diagnosis so I will not have to return.

I would not wish for anyone to go to this hospital because how poorly it is run.

Erfahrung 1: Ich wurde von meinem Frauenarzt wegen einer Herzrhythmusstörung in meinem Baby hierher geschickt. Mein Arzt sprach mit dem Arzt des Personals und sagte, ich würde sofort nach der Ankunft gesehen werden. Wir kamen an und checkten bei der Sekretärin ein. Sie sagte uns dann, wir sollten im Wartezimmer warten. Wir warteten 6 Stunden, um gesehen zu werden, nur um zu erfahren, dass der Arzt vor 4 Stunden für diesen Tag abgereist war. Der einzige Grund, warum wir gesehen wurden, ist, dass ein Arzt gefragt hat, warum wir gewartet haben, als sie nach Hause ging.

Dann wurde mir gesagt, ich müsse wegen der Arrhythmie über Nacht bleiben. Der Arzt erklärte, ich würde am nächsten Tag um 7:30 Uhr vor den anderen Patienten gesehen. Um 8:30 frage ich die Krankenschwestern, warum ich nicht gesehen worden bin. Sie denken, ich bin hier, um zu gebären. Also verlasse ich mein Zimmer und suche einen Arzt. Sie wusste nicht, dass ich hier war, um sie zu sehen, und es wurde ihr nie gesagt, dass ich dort war. Es dauerte 26 Stunden, um gesehen zu werden. Ich habe keine Beschwerden über den Arzt. Sie war großartig.

Erfahrung 2: erneut ins Krankenhaus geschickt, um nach einer Arrhythmie zu suchen, da die letzten Ergebnisse normal waren. Wiederholung des letzten Males. Genau die gleiche Erfahrung. Sie haben keine Ahnung, warum ich hier bin. Am nächsten Tag wurde mir dreimal gesagt, ich würde am Morgen gesehen werden. Ich war nicht. Ich rief meinen ursprünglichen Arzt an, um in ein anderes Krankenhaus gebracht zu werden und mich zu entlassen, weil das lächerlich wird. Ich sage den Krankenschwestern, dass ich um 14:00 Uhr gehen werde, weil mir gesagt wurde, dass ich vor 12 gesehen werden würde. Jetzt bin ich plötzlich in 30 Minuten gesehen. Zum Glück ist der Arzt großartig und stellt eine erfolgreiche Diagnose, sodass ich nicht zurückkehren muss.";vor 10 Monaten;1;1
