Klinik;Nutzername;Local Guide;Anzahl geschriebener Rezensionen;Erfahrungsbericht;Sterne;Datum der Rezension;Likes;Antwort;Datum der Antwort;URL;Extraktionsdatum
Evangelisches Krankenhaus Oldenburg  ;Alexander;Nein;22 Rezensionen;"Diese Bewertung basiert auf gesammelter Erfahrung auf den Stationen 25, 26 und dem Kreißsaal vom aktuellen Zeitpunkt sowie aus Erfahrung von vor 6 Jahren:
Inzwischen wurde hier mein zweites Kind zur Welt gebracht und genau so wie beim Ersten bin ich absolut Begeistert von der Fürsorge, der Freundlichkeit sowie der Kompetenz der Hebammen, der Ärzte, des Pflegepersonals als auch der ganzen Servicekräfte!
Trotz der herausfordendern und anstrengenden Schichtarbeit bleiben (zumind. die Meisten) sehr professionell und zuverlässig.
Vielen Dank für alles und weiter so!"; 5 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Sabine Pöhner;Ja;36 Rezensionen;Parksituation Katastrophe!!!!; 3 Sterne ;vor einem Jahr;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Jens Kayser;Ja;22 Rezensionen;Sehr nette Aufnahme in der Notaufnahme super zuvorkommend und nette Behandlung; 5 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;nils müller;Ja;52 Rezensionen;Sehr kompetent,Ärzte und Pflegepersonal sehr nett.; 5 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Piet Wolff;Nein;7 Rezensionen;"Komplett unterbesetzte Einrichtung in der Notaufnahme. Insgesamt 5 Stunden habe ich dort verbracht um eine simple Röntgenaufnahme meines Handgelenks zu bekommen. Abschließend wurde mir in einer Minute mitgeteilt, dass es keine Hinweise auf eine Fraktur gebe. Röntgenbilder wurden auf Nachfrage nicht direkt herausgegeben. Zitat: ""sowas sei nicht üblich"". Ein komplett nichtssagender Abschlussbericht rundet den Besuch perfekt ab. Danke für nichts!"; 1 Stern ;vor einem Jahr;9;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Leila XD;Nein;1 Rezension;Personal ist nett, doch hygienisch ist es hier nicht. Ich bin an einem Samstag hier zu beschuch und die Betten werden im Zimmer abgezogen, gereinigt und bezogen (nach der Aussage von Mitarbeitern wäre es draußen im Flur zu unhygienisch, da es ja alles voll stauben würde). Von der Tür kann man den Dreck abkratzen. Ich persönlich finde es sehr unhygienisch.; 2 Sterne ;vor einem Jahr;7;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Step Han;Ja;12 Rezensionen;"Ich denke , das mir die Ärzte der Unfallchirurgie  nach einem Hochgeschwindigkeitunfall  mit dem Motorrad ,vielleicht sogar das Leben gerettet haben
DANKE"; 5 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Arkadius Orlicki;Ja;581 Rezensionen;Unsere Erfahrung mit dem Evangelischen Krankenhaus ist sehr positiv. Die Leistungen von Ärzten und Hebammen sind auf einem hohen Niveau und ich habe noch nie ein so professionelles Team von Chirurgen gesehen. Weltklasse an sich.; 5 Sterne ;vor einem Jahr;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Roland Kloka;Ja;180 Rezensionen;Wir haben hier unser Kind entbunden. Es war von vorne bis hinten ein tolles Erlebnis und dies hauptsächlich, weil das evangelische Krankenhaus und die Menschen in Kreißsaal so großartig waren. Danke auch an die beste Hebamme der Welt, Yasmin. So einfühlsam und professionell. Wir sind sehr glücklich.; 5 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Andreas Schmidt;Ja;41 Rezensionen;Ein sehr gutes Krankenhaus für neurologische Frührehabilitation; 5 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Benny W;Ja;83 Rezensionen;Langsam, unpersönlich und in die Jahre gekommen. Anstrengend wenn man mit diesem Krankenhaus zu tun haben muss.; 1 Stern ;vor einem Jahr;8;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;frydoleryk j;Nein;Keine Angabe;Kein Text; 2 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Max Wolf;Nein;18 Rezensionen;Kein Text; 1 Stern ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;buenos11;Nein;Keine Angabe;Kein Text; 1 Stern ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;jürgen “harmonikahansl” schmelzilein;Nein;54 Rezensionen;"War4 Tage auf der HNO-Station 2...Wow, super Team, vom Arzt bis Praktikant.
Danke und ich war dort gerne krank...."; 5 Sterne ;vor einem Jahr;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;H. S.;Nein;33 Rezensionen;Kein Text; 5 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Alwine Jeske;Nein;4 Rezensionen;"Hab hier mein 3. Kind bekommen und kann wirklich nur Gutes sagen. Tolle Hebammen, sehr nette Krankenschwestern, frühstücks- und Abendbuffett ist toll.
Kann ich wirklich nur empfehlen."; 5 Sterne ;vor einem Jahr;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Maan;Nein;185 Rezensionen;Kein Text; 4 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Jennifer Kramer;Nein;38 Rezensionen;Hier wird man noch mit Herz behandelt . Es ist schon ein paar Jahre her aber in diesem Krankenhaus wurde ich immer wie ein Menschen behandelt und nicht wie eine Nummer.; 5 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Eva Schulte;Nein;4 Rezensionen;Unser Sohn wurde hier geboren. Die Geburtshilfe ist zu empfehlen.; 5 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Valex;Nein;1 Rezension;"Ich lag 2015 und 2019 stationär im Evangelischen Krankenhaus auf Station 2 (HNO Abteilung). Beide Male wurde eine Nasen OP durchgeführt. Hier bei mir im Umkreis wird man von den HNO Ärzten fast immer dort hin überwiesen und das nicht ohne Grund. Sowohl die Ärzte das ganze Pflegepersonal und andere die dazu gehören sind sehr freundlich und sehr zuvorkommend gewesen. Selbst bei der Entlassung hat man noch Medikamente für die Nachsorge dazu bekommen, das ist nicht in jedem Krankenhaus selbstverständlich. Über das Essen konnte ich mich auch nicht beklagen. Beim Frühstück und Abendbrot konnte man sich auswählen wie viel Brötchen oder Brot man essen möchte und beim Mittagessen konnte man zwischen drei Speisen wählen, wovon eine vegetarische Kost war. In dem Krankenhaus in meiner Nähe wird einem etwas gebracht und wenn man es nicht mag, hat man Pech gehabt. Parkplätze sind auch nicht das Problem, es ist zwar vorne am Krankenhaus direkt selten was frei, aber es gibt zwei Parkhäuser in der Nähe, die mit maximal fünf Minuten Fußweg zu erreichen sind. Außerdem fährt ein Shuffle Car von einem der Parkhäuser direkt vor das Krankenhaus (ich glaube alle 20 Minuten), welcher für die Patienten kostenlos ist.

Also alles in allem war ich sehr zufrieden und sollte irgendwann in den Jahren wieder eine HNO OP anstehen, werde ich auch immer wieder dort hin gehen."; 5 Sterne ;vor einem Jahr;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Inita Boekhoff;Nein;12 Rezensionen;Habe dort entbunden und bin rundum zufrieden. Hatte eine ganz tolle Hebamme sowie Ärztin an meiner Seite. Schönes Geburtserlebnis; 5 Sterne ;vor einem Jahr;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;chaka;Nein;Keine Angabe;Kein Text; 4 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Stefan Robben;Nein;1 Rezension;"Von der Behandlung her bin ich zufrieden.
Hirn-Op gut verlaufen ... freundliches Personal... essen ok...

Reinigung und Sauberkeit der Zimmer und WC‘s eine Katastrophe !!
Der Reinigungsnachweiß war Samstag schon bis Montag ausgefüllt!? Ich bin Donnerstag angekommen und hab meinen Bettnachbarn gefragt, wann das letzte mal gereinigt wurde. Montag oder Dienstag war die Antwort.
Hab in 5 Tagen nicht einmal einen Besen oder Wischer gesehen, obwohl ich das extra mit Nachdruck angesprochen hab.
Man teilt sich die wc‘s mit 6 Personen (2 Zimmer) + noch den Besuch den man so hat ...
Auch wenn dafür eine externe Firma beauftragt ist darf sowas nicht passieren."; 3 Sterne ;vor einem Jahr;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Nita w.;Ja;13 Rezensionen;"Ich fühle mich immer gut aufgehoben im EV.
Die Pflegerinnen/Pfleger, Physiotherapeuten, Reinigungspersonal, die Damen die das Essen austeilen und alle Ärzte waren immer freundlich und aufmerksam ! Ein riesen Dankeschön an dieser Stelle.
Bei der OP Vorbereitung haben mir alle mit ihrer lockeren Art etwas meinen bammel vor der OP genommen.
Frühstück und Abendbrot sind okay, dass einzige, was nicht so toll ist das Mittagessen was leider so gut wie immer kalt war.
Für alle die sich über die Parkplatzsituation aufregen, nutzt einfach den Shuttle Service der kostenlos zur Verfügung gestellt wird.
Alles in einem wird das EV immer meine erste Wahl sein. Und nochmal meinen vollsten Respeckt und großes Lob an alle, die Tag für Tag sich um das Wohl der Patienten kümmern."; 4 Sterne ;vor einem Jahr;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Karina Schröder;Nein;Keine Angabe;Kein Text; 5 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Volker Grote;Nein;3 Rezensionen;Unsere 100jährige Oma ist in der HNO aktuell nach einer OP. Sie wurde so fürsorglich und kompetent in der Notaufnahme aufgenommen und jetzt wird sie sehr gut dort betreut. Die Schwestern und Pfleger sowie Ärzte/ Ärztinnen reden langsam und ruhig mit ihr, sie wird einfach gut gepflegt dort und es ist für uns als Familie beruhigend zu wissen, dass es solch ein medizinisches Kompetenzzentrum in Oldenburg gibt! Vielen herzlichen Dank an das genannte Personal!; 5 Sterne ;vor einem Jahr;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Alberto Suarez;Ja;315 Rezensionen;"(Übersetzt von Google) Personal ist nett

(Original)
El personal es agradable"; 3 Sterne ;vor einem Jahr;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Bini Bassi;Nein;89 Rezensionen;Meine Erfahrung mit dem Evangelischen Krankenhaus Oldenburg ist durchweg positiv. Es hat alles gepasst, Ärzte und Pfleger waren wirklich freundlich und hilfsbereit Am Ende war ich richtig sprachlos, wie schnell alle Untersuchungen gemacht wurden und dass ich das Krankenhaus ohne ernsthaften Befund schon nach 1 Tag statt nach prognostizierten 4 Tagen verlassen konnte.; 5 Sterne ;vor einem Jahr;5;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Benjamin Kowollik;Nein;5 Rezensionen;"Die neuro ist eine Katastrophe.
Schwestern sind genervt, Menschlichkeit Fehlanzeige.
Essen kann man nicht immer so nennen, Vorallendingen nicht mit Laktoseintoleranz"; 1 Stern ;vor einem Jahr;9;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;pas hasPerfektion;Nein;1 Rezension;"Datum 09.06.2019
Uhrzeit 19:40 Uhr

Ein Klinikum mit inkompetenten Eigenschaften betiteln sich als Inhaber von Ärzten. Einer der ,,Ärzte“  Dr. Windhorst:

Ein Doktor, welcher die Dringlichkeit nach Sympathie bewertet. Nicht nur sein Verhalten, welches lustlos erscheint, deutet auf seine ungerechte Haltung gegenüber dem Verletzen sondern auch seine Frechheit und Unfreundlichkeit im Ton. Weder Respekt, Freundlichkeit noch Anzeichen den Patienten zu beherzigen besaß der Pflegeassistent oder sich selbst nennende ,,Doktor“. Aussagen wie: ,,Ich werde sie mal nach ganz Unten der Dringlichkeit einstufen weil ich es nicht für nötig halte[...]“  ,,Und wegen sowas sind sie hier?“ ,,Sie können gerne warten aber nicht wundern, dass sie hier sehr lange warten (im frechen Ton)“ veranschaulichen das unfreundliche Gespräch. Trotz, dass der Arzt keine Diagnose durchfuhr oder allgemein eine Untersuchung, kamen solche unverschämten Sätze aus dem Mund eines ,,Doktors“. Das nonverbale Verhalten war dem Gespräch gleich: rollende Augen, herablassende Blicke und runzelnde Stirn. Im Großen und Ganzen ist dieser mit Abstand eines der schlechtesten Ärzte oder Pflegeassistenten. Dieses Krankenhaus ist nicht zu empfehlen, es sei man sucht nach der Unzufriedenheit denn dies wird einem zu 100% versprochen!"; 1 Stern ;vor einem Jahr;7;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Michelle Dittmann;Nein;1 Rezension;Zu lange Wartezeiten. Sollte früh kommen wegen einem op Termin zum aufklären und immernoch nichts; 1 Stern ;vor einem Jahr;7;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Kim Bünger;Nein;2 Rezensionen;"Sehr unfreundliches Personal. Trotz schmerzen viel zu lange Wartezeit. Wurde nach 3 stunden mit den Worten : ""kommen sie in 1 Woche wieder wenn es nicht besser wird"" nachhause geschickt. Schmerzen werden seit Besuch immer schlimmer. Wer Hilfe braucht sollte wo anders hingehen"; 1 Stern ;vor einem Jahr;12;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;A. Schukys;Nein;2 Rezensionen;"🏥 Das  HNO Ärzteteam ist sehr kompetent, Frau Dr. Radeloff 👩‍⚕️hat mich operiert (  sehr gute Arbeit! Vielen Dank ❣️ )  auch vielen Dank an den Untersuchungsarzt👨‍⚕️ Dr. Johnsen!  Die Schwestern sind        (  ausser zwei 😬 ) auch sehr nett, sehr nett war die eine Nachtschwester, ihr Name war glaube ich ""Daniela""👍 ! Die Zimmer sind soweit Okay, das Essen kann ich nicht beurteilen weil ich nach der OP noch nichts riechen und schmecken konnte. Die Zimmerreinigung könnte besser sein, als ich dort ankam war ein Blutfleck auf der Erde neben dem Waschbecken und zwei Tage später war er trotz tägliches wischen erst weg. Für mich war es jedoch wichtig das die Operation gelingt, alles andere ist eigentlich dann Nebensache 😉  PS: Danke auch an den OP Pfleger und die Nakoseaerztin (  total lieb ) und auch die ehrenamtlichen Damen 👵👩 die beim Empfang einen weiterhelfen ❣️ Dankeschön, Ariane Schukys"; 4 Sterne ;vor 2 Jahren;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
Evangelisches Krankenhaus Oldenburg  ;Yusuf Caglar (Kingy98);Nein;1 Rezension;"Richtig unorganisiert. Ich bin dahin gegangen aufgrund extrem starker Kopfschmerzen. Erst hieß es dass ein MRT gemacht wird, der verzögerte sich um 3 Tage. Innerhalb  dieser Zeit wurde mir einfach nur Schmerzmittel gegeben. 2 Stunden vor dem MRT hieß es, dass ein MRT nicht gemacht werden kann, weil es ,, nichts notfallmäßiges "" ist. Gut, dafür würde CT und noch ein Quatsch durchgeführt. Obwohl es in der Nacht wo ich hinkam  hieß dass ich ein MRT machen werde. Nachdem ich CT und das machte, wollte ich Nach hause  , weil dir mir nicht sagen konnten warum diese Kopfschmerzen auftreten. Dann auf einmal doch MRT . Also reine Abzocke. Bin Privatpatient. Hab auf alles verzichtet, wofür ich Anspruch hätte. Aber mir 20 Ibus am tag reinzuballern hab ich auch kein bock  gehabt. Und das hätte ich schlaumeier auch zuhause hinbekommen. Ich wollte dann am 2. Tag gegen ärztlichen rat raus und in ein anderes krankenhaus. Wir mir die Ärztin versicherte würde sie vorbeikommen. Das passierte natürlich nicht. Und so hab ich  weitere 24 h einfach so da verbracht. Das Geld scheint interessanter zu sein als das Wohl der Patienten. Die Ergebnisse, wo nichts rauskam sollten dann am ein Neurologen extern geschickt werden zwecks Auswertung ( ob der was findet) ich war  1 woche später beim Neurologen. Was war nicht da ? Die Ergebnisse natürlich.
Also echt schlechte Behandlung. Nicht zu empfehlen !!"; 1 Stern ;vor 2 Jahren;10;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Evangelisches+Krankenhaus+Oldenburg/@53.1426197,8.2050652,15z/data=!4m2!3m1!1s0x0:0xe7bc8f478b785564?sa=X&ved=2ahUKEwjBrLKc9PDuAhWOOewKHdvEAtEQ_BIwFnoECCYQBQ;1062021
